,player_1_max_shot_speed,player_2_max_shot_speed,player_1_avg_shot_speed,player_2_avg_shot_speed,player_1_max_speed,player_2_max_speed,player_1_avg_speed,player_2_avg_speed,player_1_max_acceleration,player_2_max_acceleration,player_1_max_shot_inconsistency,player_2_max_shot_inconsistency,player_1_max_distance_covered,player_2_max_distance_covered,player_1_max_rally_contribution,player_2_max_rally_contribution,player_1_total_shots,player_2_total_shots,player_1_max_rally_percentage,player_2_max_rally_percentage
0,516.0987548828125,393.0501708984375,516.0987548828125,69.7249074409137,12.331612586975098,5.623857021331787,4.604011195898056,5.623857021331787,9.593221187591553,5.623857021331787,282.6789299496459,215.2824448323348,23.020055979490312,21.933042383194017,1,7,1,7,100.0,100.0
